  1.000	  39191.816
  1.500	  24648.484
  2.000	  17936.230
  2.500	  14235.369
  3.000	  11918.673
  3.500	  10140.895
  4.000	   8668.791
  4.500	   7391.153
  5.000	   6378.395
  5.500	   5523.090
  6.000	   4806.192
  6.500	   4187.763
  7.000	   3668.504
  7.500	   3207.080
  8.000	   2817.678
  8.500	   2493.167
  9.000	   2191.509
  9.500	   1905.358
 10.000	   1657.457
 10.500	   1424.339
 11.000	   1212.206
 11.500	   1029.604
 12.000	    877.445
 12.500	    757.592
 13.000	    636.599
 13.500	    544.556
 14.000	    471.685
 14.500	    398.448
 15.000	    333.828
 15.500	    280.713
 16.000	    233.301
 16.500	    190.607
 17.000	    153.702
 17.500	    121.507
 18.000	     91.685
 18.500	     64.939
 19.000	     41.035
 19.500	     19.452
 20.000	     -0.216
  1.000	  43888.051
  1.500	  26677.777
  2.000	  19336.445
  2.500	  15387.724
  3.000	  12470.558
  3.500	  10135.516
  4.000	   8327.803
  4.500	   6932.925
  5.000	   5816.099
  5.500	   4939.866
  6.000	   4238.372
  6.500	   3663.351
  7.000	   3216.430
  7.500	   2809.253
  8.000	   2452.176
  8.500	   2145.073
  9.000	   1872.980
  9.500	   1643.450
 10.000	   1449.217
 10.500	   1281.722
 11.000	   1135.684
 11.500	   1004.941
 12.000	    902.064
 12.500	    798.118
 13.000	    711.783
 13.500	    645.766
 14.000	    569.653
 14.500	    510.516
 15.000	    457.659
 15.500	    412.670
 16.000	    372.554
 16.500	    336.869
 17.000	    310.398
 17.500	    276.870
 18.000	    251.512
 18.500	    233.044
 19.000	    207.758
 19.500	    188.620
 20.000	    171.149
  1.000	  48136.711
  1.500	  28686.986
  2.000	  20871.199
  2.500	  15819.589
  3.000	  12115.017
  3.500	   9466.243
  4.000	   7537.718
  4.500	   6131.264
  5.000	   5029.987
  5.500	   4080.128
  6.000	   3325.120
  6.500	   2687.539
  7.000	   2182.669
  7.500	   1796.905
  8.000	   1495.264
  8.500	   1237.370
  9.000	   1029.694
  9.500	    860.133
 10.000	    737.522
 10.500	    637.909
 11.000	    556.233
 11.500	    486.286
 12.000	    425.611
 12.500	    371.339
 13.000	    326.487
 13.500	    287.150
 14.000	    252.690
 14.500	    221.985
 15.000	    195.399
 15.500	    171.862
 16.000	    150.919
 16.500	    137.375
 17.000	    115.287
 17.500	    100.174
 18.000	     86.577
 18.500	     74.290
 19.000	     63.153
 19.500	     52.996
 20.000	     43.740
  1.000	  52065.852
  1.500	  30972.885
  2.000	  21541.953
  2.500	  15244.944
  3.000	  11130.574
  3.500	   8379.161
  4.000	   6239.506
  4.500	   4544.776
  5.000	   3264.121
  5.500	   2340.164
  6.000	   1699.375
  6.500	   1258.228
  7.000	    929.859
  7.500	    686.340
  8.000	    505.736
  8.500	    358.457
  9.000	    238.692
  9.500	    147.586
 10.000	     69.858
 10.500	      3.172
 11.000	    -49.291
 11.500	    -94.197
 12.000	   -132.317
 12.500	   -162.449
 13.000	   -188.137
 13.500	   -209.877
 14.000	   -228.420
 14.500	   -244.264
 15.000	   -257.918
 15.500	   -269.610
 16.000	   -279.568
 16.500	   -288.064
 17.000	   -295.361
 17.500	   -301.609
 18.000	   -306.956
 18.500	   -311.569
 19.000	   -315.547
 19.500	   -318.980
 20.000	   -321.941
  1.000	  55878.492
  1.500	  32868.164
  2.000	  20980.525
  2.500	  14021.584
  3.000	   9416.479
  3.500	   6067.272
  4.000	   3787.342
  4.500	   2350.554
  5.000	   1439.793
  5.500	    804.630
  6.000	    375.272
  6.500	     76.104
  7.000	   -148.905
  7.500	   -320.173
  8.000	   -438.622
  8.500	   -532.101
  9.000	   -606.650
  9.500	   -665.664
 10.000	   -709.994
 10.500	   -742.332
 11.000	   -769.254
 11.500	   -783.703
 12.000	   -792.376
 12.500	   -798.099
 13.000	   -801.757
 13.500	   -803.897
 14.000	   -804.790
 14.500	   -804.639
 15.000	   -803.735
 15.500	   -802.181
 16.000	   -800.115
 16.500	   -797.649
 17.000	   -794.898
 17.500	   -791.913
 18.000	   -788.750
 18.500	   -785.474
 19.000	   -782.116
 19.500	   -778.703
 20.000	   -775.265
  1.000	  60179.457
  1.500	  33238.438
  2.000	  19547.486
  2.500	  11474.738
  3.000	   6307.901
  3.500	   3267.486
  4.000	   1525.079
  4.500	    463.930
  5.000	   -212.334
  5.500	   -655.943
  6.000	   -944.378
  6.500	  -1138.928
  7.000	  -1257.593
  7.500	  -1342.051
  8.000	  -1398.327
  8.500	  -1430.477
  9.000	  -1454.041
  9.500	  -1470.675
 10.000	  -1467.212
 10.500	  -1465.754
 11.000	  -1461.217
 11.500	  -1454.770
 12.000	  -1446.624
 12.500	  -1436.970
 13.000	  -1426.441
 13.500	  -1415.516
 14.000	  -1404.406
 14.500	  -1393.292
 15.000	  -1382.303
 15.500	  -1371.495
 16.000	  -1360.914
 16.500	  -1350.549
 17.000	  -1340.472
 17.500	  -1330.679
 18.000	  -1321.171
 18.500	  -1311.953
 19.000	  -1303.014
 19.500	  -1294.024
 20.000	  -1284.870
  1.000	  64479.715
  1.500	  31906.889
  2.000	  16367.255
  2.500	   7636.796
  3.000	   3093.047
  3.500	    709.388
  4.000	   -658.060
  4.500	  -1345.777
  5.000	  -1770.247
  5.500	  -2072.527
  6.000	  -2184.250
  6.500	  -2274.257
  7.000	  -2328.608
  7.500	  -2340.410
  8.000	  -2346.301
  8.500	  -2334.464
  9.000	  -2316.181
  9.500	  -2294.092
 10.000	  -2269.773
 10.500	  -2244.159
 11.000	  -2218.005
 11.500	  -2191.896
 12.000	  -2166.184
 12.500	  -2140.823
 13.000	  -2106.510
 13.500	  -2062.386
 14.000	  -2016.901
 14.500	  -1970.153
 15.000	  -1926.745
 15.500	  -1886.538
 16.000	  -1849.189
 16.500	  -1814.417
 17.000	  -1781.970
 17.500	  -1751.635
 18.000	  -1723.214
 18.500	  -1696.544
 19.000	  -1671.465
 19.500	  -1647.852
 20.000	  -1625.579
