  1.000	    743.841
  1.500	    754.236
  2.000	    722.793
  2.500	    734.927
  3.000	    753.349
  3.500	    765.367
  4.000	    774.883
  4.500	    770.335
  5.000	    754.527
  5.500	    726.016
  6.000	    690.375
  6.500	    655.746
  7.000	    619.816
  7.500	    583.383
  8.000	    547.849
  8.500	    515.281
  9.000	    486.087
  9.500	    459.614
 10.000	    434.871
 10.500	    413.086
 11.000	    393.573
 11.500	    376.471
 12.000	    361.312
 12.500	    347.850
 13.000	    335.632
 13.500	    324.715
 14.000	    314.579
 14.500	    305.418
 15.000	    297.167
 15.500	    289.609
 16.000	    282.863
 16.500	    277.344
 17.000	    273.598
 17.500	    266.401
 18.000	    259.132
 18.500	    253.208
 19.000	    247.963
 19.500	    243.222
 20.000	    238.822
  1.000	    842.480
  1.500	    779.792
  2.000	    780.880
  2.500	    785.669
  3.000	    808.891
  3.500	    793.962
  4.000	    770.186
  4.500	    727.027
  5.000	    675.378
  5.500	    624.094
  6.000	    574.420
  6.500	    529.191
  7.000	    489.061
  7.500	    455.037
  8.000	    423.919
  8.500	    394.570
  9.000	    367.754
  9.500	    343.720
 10.000	    321.005
 10.500	    299.645
 11.000	    279.941
 11.500	    261.808
 12.000	    245.365
 12.500	    230.488
 13.000	    217.089
 13.500	    204.992
 14.000	    194.103
 14.500	    184.253
 15.000	    175.352
 15.500	    167.371
 16.000	    160.080
 16.500	    153.538
 17.000	    147.534
 17.500	    141.994
 18.000	    137.035
 18.500	    132.448
 19.000	    128.172
 19.500	    124.187
 20.000	    120.632
  1.000	    953.464
  1.500	    840.651
  2.000	    825.611
  2.500	    829.659
  3.000	    803.876
  3.500	    752.265
  4.000	    674.621
  4.500	    603.887
  5.000	    530.505
  5.500	    468.642
  6.000	    419.254
  6.500	    377.455
  7.000	    337.277
  7.500	    298.788
  8.000	    264.619
  8.500	    234.443
  9.000	    208.291
  9.500	    184.903
 10.000	    166.072
 10.500	    151.145
 11.000	    138.935
 11.500	    128.278
 12.000	    118.567
 12.500	    109.765
 13.000	    101.797
 13.500	     94.500
 14.000	     87.793
 14.500	     81.607
 15.000	     75.888
 15.500	     70.597
 16.000	     65.693
 16.500	     61.137
 17.000	     56.889
 17.500	     52.928
 18.000	     49.223
 18.500	     45.742
 19.000	     42.473
 19.500	     39.399
 20.000	     36.499
  1.000	   1040.080
  1.500	    908.640
  2.000	    896.823
  2.500	    811.174
  3.000	    732.211
  3.500	    610.981
  4.000	    509.475
  4.500	    418.310
  5.000	    349.455
  5.500	    285.759
  6.000	    238.149
  6.500	    193.445
  7.000	    158.598
  7.500	    128.662
  8.000	    101.226
  8.500	     81.453
  9.000	     63.103
  9.500	     48.600
 10.000	     35.764
 10.500	     24.642
 11.000	     13.795
 11.500	      4.315
 12.000	     -4.245
 12.500	    -12.048
 13.000	    -19.207
 13.500	    -25.733
 14.000	    -31.684
 14.500	    -37.131
 15.000	    -42.141
 15.500	    -46.782
 16.000	    -51.098
 16.500	    -55.107
 17.000	    -58.855
 17.500	    -62.336
 18.000	    -65.602
 18.500	    -68.659
 19.000	    -71.530
 19.500	    -74.229
 20.000	    -76.762
  1.000	   1123.033
  1.500	    978.575
  2.000	    896.036
  2.500	    735.115
  3.000	    586.027
  3.500	    443.511
  4.000	    326.265
  4.500	    251.606
  5.000	    180.772
  5.500	    126.944
  6.000	     78.504
  6.500	     42.093
  7.000	      9.147
  7.500	    -14.785
  8.000	    -36.579
  8.500	    -51.862
  9.000	    -69.093
  9.500	    -81.918
 10.000	    -94.851
 10.500	   -105.826
 11.000	   -115.665
 11.500	   -124.509
 12.000	   -132.497
 12.500	   -139.742
 13.000	   -146.271
 13.500	   -151.892
 14.000	   -156.918
 14.500	   -161.532
 15.000	   -165.729
 15.500	   -169.479
 16.000	   -172.930
 16.500	   -176.147
 17.000	   -179.155
 17.500	   -181.975
 18.000	   -184.622
 18.500	   -187.103
 19.000	   -189.437
 19.500	   -191.633
 20.000	   -193.707
  1.000	   1213.558
  1.500	   1034.754
  2.000	    810.435
  2.500	    588.035
  3.000	    376.570
  3.500	    252.612
  4.000	    149.713
  4.500	     72.610
  5.000	     19.164
  5.500	    -31.148
  6.000	    -69.060
  6.500	    -98.734
  7.000	   -129.056
  7.500	   -148.261
  8.000	   -167.398
  8.500	   -182.788
  9.000	   -195.564
  9.500	   -207.245
 10.000	   -217.485
 10.500	   -226.523
 11.000	   -234.611
 11.500	   -241.862
 12.000	   -248.390
 12.500	   -254.324
 13.000	   -259.736
 13.500	   -264.691
 14.000	   -269.245
 14.500	   -273.435
 15.000	   -277.300
 15.500	   -280.878
 16.000	   -284.193
 16.500	   -287.280
 17.000	   -290.163
 17.500	   -292.860
 18.000	   -295.382
 18.500	   -297.737
 19.000	   -299.943
 19.500	   -302.019
 20.000	   -303.976
  1.000	   1314.372
  1.500	   1015.973
  2.000	    663.170
  2.500	    389.108
  3.000	    201.240
  3.500	     73.056
  4.000	    -26.108
  4.500	    -75.471
  5.000	   -134.901
  5.500	   -171.308
  6.000	   -204.302
  6.500	   -229.221
  7.000	   -251.643
  7.500	   -273.033
  8.000	   -287.481
  8.500	   -301.511
  9.000	   -313.744
  9.500	   -324.514
 10.000	   -334.054
 10.500	   -342.576
 11.000	   -350.196
 11.500	   -357.031
 12.000	   -363.207
 12.500	   -368.821
 13.000	   -373.934
 13.500	   -378.608
 14.000	   -382.903
 14.500	   -386.859
 15.000	   -390.516
 15.500	   -393.904
 16.000	   -397.053
 16.500	   -399.984
 17.000	   -402.717
 17.500	   -405.273
 18.000	   -407.256
 18.500	   -408.389
 19.000	   -409.431
 19.500	   -410.413
 20.000	   -411.340
