  1.000	 0.015237
  1.500	 0.033137
  2.000	 0.057363
  2.500	 0.088870
  3.000	 0.128722
  3.500	 0.174403
  4.000	 0.223729
  4.500	 0.273492
  5.000	 0.323272
  5.500	 0.372744
  6.000	 0.418805
  6.500	 0.459803
  7.000	 0.494987
  7.500	 0.520612
  8.000	 0.538848
  8.500	 0.548472
  9.000	 0.545227
  9.500	 0.530368
 10.000	 0.505907
 10.500	 0.480588
 11.000	 0.457023
 11.500	 0.426296
 12.000	 0.393890
 12.500	 0.361270
 13.000	 0.324146
 13.500	 0.285104
 14.000	 0.245074
 14.500	 0.200813
 15.000	 0.154628
 15.500	 0.106415
 16.000	 0.053896
 16.500	-0.003345
 17.000	-0.064843
 17.500	-0.129859
 18.000	-0.196091
 18.500	-0.267426
 19.000	-0.343179
 19.500	-0.423330
 20.000	-0.508103
  1.000	 0.017432
  1.500	 0.036192
  2.000	 0.062019
  2.500	 0.096251
  3.000	 0.135890
  3.500	 0.177394
  4.000	 0.219727
  4.500	 0.262396
  5.000	 0.304607
  5.500	 0.343873
  6.000	 0.379005
  6.500	 0.415248
  7.000	 0.445880
  7.500	 0.475324
  8.000	 0.503574
  8.500	 0.521368
  9.000	 0.539307
  9.500	 0.548689
 10.000	 0.554550
 10.500	 0.558212
 11.000	 0.559541
 11.500	 0.556077
 12.000	 0.550242
 12.500	 0.545916
 13.000	 0.536695
 13.500	 0.528214
 14.000	 0.519739
 14.500	 0.512894
 15.000	 0.502150
 15.500	 0.492260
 16.000	 0.483831
 16.500	 0.473357
 17.000	 0.462571
 17.500	 0.451097
 18.000	 0.438744
 18.500	 0.425908
 19.000	 0.412366
 19.500	 0.397534
 20.000	 0.382035
  1.000	 0.019403
  1.500	 0.039149
  2.000	 0.067233
  2.500	 0.100611
  3.000	 0.135280
  3.500	 0.169690
  4.000	 0.203598
  4.500	 0.237926
  5.000	 0.269463
  5.500	 0.297942
  6.000	 0.320487
  6.500	 0.336659
  7.000	 0.348162
  7.500	 0.358857
  8.000	 0.366746
  8.500	 0.373710
  9.000	 0.383068
  9.500	 0.387113
 10.000	 0.392330
 10.500	 0.392677
 11.000	 0.393869
 11.500	 0.398703
 12.000	 0.403760
 12.500	 0.409419
 13.000	 0.415209
 13.500	 0.420486
 14.000	 0.422537
 14.500	 0.431999
 15.000	 0.430470
 15.500	 0.427734
 16.000	 0.435352
 16.500	 0.431360
 17.000	 0.430175
 17.500	 0.430691
 18.000	 0.431912
 18.500	 0.431555
 19.000	 0.430614
