 19.500	 0.429114
 20.000	 0.427069
  1.000	 0.021207
  1.500	 0.042343
  2.000	 0.070503
  2.500	 0.099397
  3.000	 0.127357
  3.500	 0.155451
  4.000	 0.178911
  4.500	 0.194918
  5.000	 0.202110
  5.500	 0.201298
  6.000	 0.198145
  6.500	 0.193971
  7.000	 0.188180
  7.500	 0.185574
  8.000	 0.178775
  8.500	 0.170035
  9.000	 0.162636
  9.500	 0.149495
 10.000	 0.140310
 10.500	 0.126889
 11.000	 0.111834
 11.500	 0.095068
 12.000	 0.076345
 12.500	 0.055477
 13.000	 0.037928
 13.500	 0.011560
 14.000	-0.007673
 14.500	-0.053890
 15.000	-0.078566
 15.500	-0.109131
 16.000	-0.144573
 16.500	-0.183788
 17.000	-0.223316
 17.500	-0.265147
 18.000	-0.319204
 18.500	-0.366346
 19.000	-0.415984
 19.500	-0.468294
 20.000	-0.523289
  1.000	 0.022892
  1.500	 0.045338
  2.000	 0.070225
  2.500	 0.093505
  3.000	 0.113963
  3.500	 0.125457
  4.000	 0.125988
  4.500	 0.119927
  5.000	 0.110562
  5.500	 0.099049
  6.000	 0.084684
  6.500	 0.065684
  7.000	 0.044782
  7.500	 0.020570
  8.000	-0.004854
  8.500	-0.038278
  9.000	-0.070390
  9.500	-0.109754
 10.000	-0.149037
 10.500	-0.194710
 11.000	-0.245012
 11.500	-0.299752
 12.000	-0.358858
 12.500	-0.419078
 13.000	-0.492781
 13.500	-0.566729
 14.000	-0.639968
 14.500	-0.731154
 15.000	-0.818422
 15.500	-0.910432
 16.000	-1.006716
 16.500	-1.108478
 17.000	-1.215862
 17.500	-1.328997
 18.000	-1.447428
 18.500	-1.571282
 19.000	-1.701121
 19.500	-1.837139
 20.000	-1.979544
  1.000	 0.024644
  1.500	 0.046556
  2.000	 0.066747
  2.500	 0.081923
  3.000	 0.085956
  3.500	 0.080229
  4.000	 0.068114
  4.500	 0.051562
  5.000	 0.028602
  5.500	 0.001839
  6.000	-0.030013
  6.500	-0.067071
  7.000	-0.108516
  7.500	-0.153915
  8.000	-0.204584
  8.500	-0.260490
  9.000	-0.320522
  9.500	-0.388470
 10.000	-0.463743
 10.500	-0.542228
 11.000	-0.632527
 11.500	-0.726363
 12.000	-0.826440
 12.500	-0.937031
 13.000	-1.053023
 13.500	-1.175891
 14.000	-1.308390
 14.500	-1.448307
 15.000	-1.596924
 15.500	-1.754597
 16.000	-1.921440
 16.500	-2.097676
 17.000	-2.283515
 17.500	-2.478974
 18.000	-2.684387
 18.500	-2.900093
 19.000	-3.126415
 19.500	-3.363620
 20.000	-3.611962
  1.000	 0.026476
  1.500	 0.045586
  2.000	 0.059504
  2.500	 0.061484
  3.000	 0.052509
  3.500	 0.036380
  4.000	 0.012758
  4.500	-0.016700
  5.000	-0.051529
  5.500	-0.092206
  6.000	-0.140257
  6.500	-0.194270
  7.000	-0.255427
  7.500	-0.323544
  8.000	-0.399473
  8.500	-0.483504
  9.000	-0.575867
  9.500	-0.677165
 10.000	-0.788851
 10.500	-0.909383
 11.000	-1.039189
 11.500	-1.180381
 12.000	-1.331022
 12.500	-1.492681
 13.000	-1.665728
 13.500	-1.850552
 14.000	-2.047537
 14.500	-2.257113
 15.000	-2.479650
 15.500	-2.715507
 16.000	-2.965078
 16.500	-3.228761
 17.000	-3.506900
 17.500	-3.799840
 18.000	-4.108014
 18.500	-4.431803
 19.000	-4.771591
 19.500	-5.127801
 20.000	-5.500659
