NACA64-421 airfoil with an aspect ratio of 17.  Original -180 to 180deg Cl, Cd, and Cm versus AOA data taken from Appendix A of DOWEC document 10046_009.pdf (numerical values obtained from Koert Lindenburg of ECN).
Cl and Cd values corrected for rotational stall delay and Cd values corrected using the Viterna method for 0 to 90deg AOA by Jason Jonkman using AirfoilPrep_v2p0.xls.
   1        Number of airfoil tables in this file
   0.0      Table ID parameter
   8.00     Stall angle (deg)
   0.00	    No longer used, enter zero                                                      
   0.00	    No longer used, enter zero                                                      
   0.00	    No longer used, enter zero
  -3.2347   Zero Cn angle of attack (deg)
   6.6212   Cn slope for zero lift (dimensionless)
   1.2983   Cn extrapolated to value at positive stall angle of attack
  -0.2355   Cn at stall value for negative angle of attack
   0.50     Angle of attack for minimum CD (deg)
   0.0057   Minimum CD value
-180.00    0.000   0.0100   0.0000
-175.00    0.253   0.0100   0.2000
-170.00    0.506   0.0100   0.4000
-160.00    1.013   0.0845   0.0528
-155.00    0.986   0.1951   0.1020
-150.00    0.959   0.3058   0.1511
-145.00    0.900   0.4421   0.1795
-140.00    0.841   0.5784   0.2078
-135.00    0.782   0.7243   0.2351
-130.00    0.723   0.8703   0.2624
-125.00    0.650   1.0089   0.2916
-120.00    0.577   1.1475   0.3207
-115.00    0.488   1.2628   0.3502
-110.00    0.400   1.3781   0.3797
-105.00    0.301   1.4569   0.4064
-100.00    0.202   1.5357   0.4331
 -95.00    0.101   1.5694   0.4535
 -90.00    0.000   1.6031   0.4739
 -85.00   -0.101   1.5694   0.4804
 -80.00   -0.202   1.5357   0.4868
 -75.00   -0.301   1.4569   0.4846
 -70.00   -0.400   1.3781   0.4824
 -65.00   -0.488   1.2628   0.4745
 -60.00   -0.577   1.1475   0.4666
 -55.00   -0.650   1.0089   0.4580
 -50.00   -0.723   0.8703   0.4494
 -45.00   -0.782   0.7243   0.4479
 -40.00   -0.841   0.5784   0.4463
 -35.00   -0.900   0.4421   0.4666
 -30.00   -0.959   0.3058   0.4869
 -25.00   -0.974   0.2092   0.5321
 -24.00   -0.977   0.1899   0.5411
 -23.00   -0.980   0.1706   0.5501
 -22.00   -0.983   0.1512   0.5592
 -21.00   -0.986   0.1319   0.5682
 -20.00   -0.989   0.1126   0.5773
 -19.00   -0.927   0.1073   0.5569
 -18.00   -0.865   0.1019   0.5366
 -17.00   -0.803   0.0966   0.5162
 -16.00   -0.740   0.0912   0.4959
 -15.00   -0.678   0.0859   0.4755
 -14.50   -0.647   0.0832   0.4653
 -12.01   -0.492   0.0699   0.4146
 -11.00   -0.429   0.0645   0.3941
  -9.98   -0.367   0.0595   0.3733
  -8.12   -0.231   0.0495   0.3186
  -7.62   -0.194   0.0467   0.3037
  -7.11   -0.156   0.0440   0.2887
  -6.60   -0.119   0.0412   0.2736
  -6.50   -0.112   0.0407   0.2708
  -6.00   -0.075   0.0380   0.2561
  -5.50   -0.038   0.0353   0.2414
  -5.00   -0.002   0.0326   0.2267
  -4.50    0.035   0.0299   0.2120
  -4.00    0.071   0.0272   0.1973
  -3.50    0.108   0.0245   0.1826
  -3.00    0.145   0.0219   0.1679
  -2.50    0.181   0.0192   0.1532
  -2.00    0.218   0.0165   0.1385
  -1.50    0.255   0.0138   0.1238
  -1.00    0.291   0.0111   0.1091
  -0.50    0.328   0.0084   0.0944
   0.00    0.365   0.0058   0.0797
   0.50    0.426   0.0057   0.0808
   1.00    0.486   0.0058   0.0819
   1.50    0.546   0.0059   0.0829
   2.00    0.605   0.0059   0.0838
   2.50    0.664   0.0060   0.0846
   3.00    0.724   0.0061   0.0857
   3.50    0.784   0.0061   0.0868
   4.00    0.843   0.0062   0.0876
   4.50    0.901   0.0063   0.0883
   5.00    0.960   0.0063   0.0893
   5.50    1.017   0.0066   0.0898
   6.00    1.072   0.0069   0.0901
   6.50    1.116   0.0078   0.0887
   7.00    1.154   0.0091   0.0865
   7.50    1.191   0.0103   0.0842
   8.00    1.227   0.0115   0.0816
   8.50    1.255   0.0126   0.0778
   9.00    1.285   0.0138   0.0749
   9.50    1.311   0.0152   0.0719
  10.00    1.335   0.0169   0.0690
  10.50    1.357   0.0187   0.0664
  11.00    1.376   0.0209   0.0637
  11.50    1.394   0.0234   0.0613
  12.00    1.409   0.0260   0.0590
  12.50    1.424   0.0289   0.0570
  13.00    1.441   0.0320   0.0556
  13.50    1.457   0.0352   0.0543
  14.00    1.471   0.0388   0.0532
  14.50    1.490   0.0421   0.0525
  15.00    1.505   0.0460   0.0520
  15.50    1.517   0.0503   0.0516
  16.00    1.527   0.0547   0.0512
  16.50    1.543   0.0587   0.0511
  17.00    1.551   0.0631   0.0504
  17.50    1.564   0.0676   0.0507
  18.00    1.568   0.0734   0.0512
  18.50    1.578   0.0784   0.0519
  19.00    1.588   0.0836   0.0528
  19.50    1.595   0.0893   0.0538
  20.00    1.602   0.0950   0.0550
  20.50    1.602   0.1019   0.0568
  21.00    1.606   0.1081   0.0584
  22.00    1.594   0.1242   0.0638
  23.00    1.567   0.1472   0.0517
  24.00    1.540   0.1701   0.0396
  25.00    1.512   0.1931   0.0274
  26.00    1.485   0.2160   0.0153
  28.00    1.430   0.2620  -0.0089
  30.00    1.375   0.3079  -0.0332
  32.00    1.341   0.3627  -0.0462
  35.00    1.291   0.4449  -0.0656
  40.00    1.206   0.5817  -0.0981
  45.00    1.122   0.7282  -0.1238
  50.00    1.037   0.8744  -0.1495
  55.00    0.932   1.0132  -0.1739
  60.00    0.827   1.1517  -0.1984
  65.00    0.700   1.2667  -0.2222
  70.00    0.573   1.3815  -0.2460
  75.00    0.431   1.4595  -0.2682
  80.00    0.288   1.5374  -0.2903
  85.00    0.144   1.5701  -0.3090
  90.00    0.000   1.6031  -0.3277
  95.00   -0.101   1.5694  -0.3341
 100.00   -0.202   1.5357  -0.3406
 105.00   -0.301   1.4569  -0.3384
 110.00   -0.400   1.3781  -0.3362
 115.00   -0.488   1.2628  -0.3283
 120.00   -0.577   1.1475  -0.3204
 125.00   -0.650   1.0089  -0.3118
 130.00   -0.723   0.8703  -0.3032
 135.00   -0.782   0.7243  -0.3016
 140.00   -0.841   0.5784  -0.3001
 145.00   -0.900   0.4421  -0.3204
 150.00   -0.959   0.3058  -0.3406
 155.00   -0.986   0.1951  -0.3890
 160.00   -1.013   0.0845  -0.4374
 170.00   -0.506   0.0100  -0.5000
 175.00   -0.253   0.0100  -0.2500
 180.00    0.000   0.0100   0.0000
