RISOE_A1_21 airfoil with an aspect ratio of 17.  Original -180 to 180deg Cl, Cd, and Cm versus AOA data taken from Appendix A of DOWEC document 10046_009.pdf (numerical values obtained from Koert Lindenburg of ECN).
Cl and Cd values corrected for rotational stall delay and Cd values corrected using the Viterna method for 0 to 90deg AOA by Jason Jonkman using AirfoilPrep_v2p0.xls.
   1        Number of airfoil tables in this file
   0.0      Table ID parameter
  10.00     Stall angle (deg)
   0.00	    No longer used, enter zero                                                      
   0.00	    No longer used, enter zero                                                      
   0.00	    No longer used, enter zero
  -3.2427   Zero Cn angle of attack (deg)
   6.7813   Cn slope for zero lift (dimensionless)
   1.5674   Cn extrapolated to value at positive stall angle of attack
  -0.3658   Cn at stall value for negative angle of attack
   0.00     Angle of attack for minimum CD (deg)
   0.0073   Minimum CD value
-180.00    0.000   0.0100   0.0000
-175.00    0.221   0.0069   0.2000
-170.00    0.442   0.0039   0.4000
-160.00    0.884   0.1517   0.0038
-155.00    0.880   0.2650   0.0582
-150.00    0.877   0.3783   0.1126
-145.00    0.840   0.5176   0.1476
-140.00    0.803   0.6568   0.1827
-135.00    0.757   0.8054   0.2157
-130.00    0.711   0.9539   0.2486
-125.00    0.645   1.0942   0.2825
-120.00    0.579   1.2344   0.3164
-115.00    0.494   1.3497   0.3498
-110.00    0.408   1.4651   0.3832
-105.00    0.308   1.5419   0.4131
-100.00    0.208   1.6187   0.4429
 -95.00    0.104   1.6481   0.4658
 -90.00    0.000   1.6775   0.4886
 -85.00   -0.104   1.6481   0.4997
 -80.00   -0.208   1.6187   0.5108
 -75.00   -0.308   1.5419   0.5121
 -70.00   -0.408   1.4651   0.5134
 -65.00   -0.494   1.3497   0.5075
 -60.00   -0.579   1.2344   0.5015
 -55.00   -0.645   1.0942   0.4926
 -50.00   -0.711   0.9539   0.4838
 -45.00   -0.757   0.8054   0.4791
 -40.00   -0.803   0.6568   0.4744
 -35.00   -0.840   0.5176   0.4874
 -30.00   -0.877   0.3783   0.5004
 -25.00   -0.868   0.2765   0.5339
 -24.00   -0.867   0.2562   0.5406
 -23.00   -0.865   0.2358   0.5473
 -22.00   -0.863   0.2154   0.5540
 -21.00   -0.861   0.1951   0.5607
 -20.00   -0.860   0.1747   0.5674
 -19.00   -0.803   0.1663   0.5459
 -18.00   -0.747   0.1580   0.5244
 -17.00   -0.691   0.1496   0.5030
 -16.00   -0.635   0.1412   0.4815
 -15.00   -0.578   0.1329   0.4600
 -14.50   -0.550   0.1287   0.4493
 -12.01   -0.410   0.1078   0.3957
 -11.00   -0.353   0.0994   0.3742
  -9.98   -0.297   0.0913   0.3522
  -8.12   -0.171   0.0756   0.3007
  -7.62   -0.137   0.0714   0.2866
  -7.11   -0.102   0.0671   0.2725
  -6.60   -0.068   0.0628   0.2583
  -6.50   -0.061   0.0620   0.2557
  -6.00   -0.027   0.0577   0.2418
  -5.50    0.006   0.0535   0.2279
  -5.00    0.040   0.0493   0.2141
  -4.50    0.074   0.0451   0.2002
  -4.00    0.108   0.0409   0.1864
  -3.50    0.142   0.0367   0.1725
  -3.00    0.176   0.0325   0.1587
  -2.50    0.210   0.0283   0.1448
  -2.00    0.244   0.0241   0.1309
  -1.50    0.278   0.0199   0.1171
  -1.00    0.312   0.0157   0.1032
  -0.50    0.345   0.0115   0.0894
   0.00    0.379   0.0073   0.0755
   0.50    0.440   0.0074   0.0765
   1.00    0.501   0.0075   0.0775
   1.50    0.561   0.0077   0.0785
   2.00    0.620   0.0079   0.0794
   2.50    0.681   0.0079   0.0804
   3.00    0.742   0.0081   0.0814
   3.50    0.802   0.0082   0.0824
   4.00    0.861   0.0084   0.0833
   4.50    0.919   0.0086   0.0841
   5.00    0.979   0.0088   0.0850
   5.50    1.039   0.0089   0.0860
   6.00    1.098   0.0090   0.0869
   6.50    1.156   0.0092   0.0877
   7.00    1.214   0.0095   0.0885
   7.50    1.270   0.0100   0.0890
   8.00    1.329   0.0100   0.0899
   8.50    1.387   0.0101   0.0908
   9.00    1.443   0.0105   0.0913
   9.50    1.500   0.0107   0.0921
  10.00    1.555   0.0110   0.0926
  10.50    1.609   0.0114   0.0929
  11.00    1.657   0.0124   0.0925
  11.50    1.678   0.0153   0.0890
  12.00    1.651   0.0200   0.0797
  12.50    1.623   0.0251   0.0741
  13.00    1.586   0.0332   0.0731
  13.50    1.539   0.0437   0.0740
  14.00    1.492   0.0550   0.0759
  14.50    1.460   0.0656   0.0781
  15.00    1.433   0.0764   0.0809
  15.50    1.417   0.0858   0.0834
  16.00    1.407   0.0945   0.0858
  16.50    1.400   0.1031   0.0883
  17.00    1.396   0.1115   0.0911
  17.50    1.393   0.1195   0.0937
  18.00    1.391   0.1277   0.0966
  18.50    1.394   0.1349   0.0992
  19.00    1.390   0.1435   0.1025
  19.50    1.386   0.1524   0.1062
  20.00    1.393   0.1593   0.1094
  20.50    1.400   0.1659   0.1125
  21.00    1.398   0.1748   0.1169
  22.00    1.393   0.1925   0.1264
  23.00    1.376   0.2160   0.1120
  24.00    1.359   0.2395   0.0976
  25.00    1.342   0.2630   0.0832
  26.00    1.326   0.2865   0.0688
  28.00    1.292   0.3335   0.0399
  30.00    1.258   0.3805   0.0111
  32.00    1.237   0.4365  -0.0057
  35.00    1.205   0.5204  -0.0309
  40.00    1.152   0.6602  -0.0730
  45.00    1.086   0.8093  -0.1063
  50.00    1.020   0.9581  -0.1396
  55.00    0.925   1.0985  -0.1700
  60.00    0.831   1.2387  -0.2004
  65.00    0.708   1.3537  -0.2288
  70.00    0.585   1.4684  -0.2571
  75.00    0.441   1.5445  -0.2825
  80.00    0.298   1.6204  -0.3079
  85.00    0.149   1.6487  -0.3290
  90.00    0.000   1.6775  -0.3501
  95.00   -0.104   1.6481  -0.3612
 100.00   -0.208   1.6187  -0.3722
 105.00   -0.308   1.5419  -0.3736
 110.00   -0.408   1.4651  -0.3749
 115.00   -0.494   1.3497  -0.3689
 120.00   -0.579   1.2344  -0.3630
 125.00   -0.645   1.0942  -0.3541
 130.00   -0.711   0.9539  -0.3452
 135.00   -0.757   0.8054  -0.3405
 140.00   -0.803   0.6568  -0.3358
 145.00   -0.840   0.5176  -0.3488
 150.00   -0.877   0.3783  -0.3619
 155.00   -0.880   0.2650  -0.3996
 160.00   -0.884   0.1517  -0.4373
 170.00   -0.442   0.0039  -0.5000
 175.00   -0.221   0.0069  -0.2500
 180.00    0.000   0.0100   0.0000
