NACA64-415 airfoil with an aspect ratio of 17.  Original -180 to 180deg Cl, Cd, and Cm versus AOA data taken from Appendix A of DOWEC document 10046_009.pdf (numerical values obtained from Koert Lindenburg of ECN).
Cl and Cd values corrected for rotational stall delay and Cd values corrected using the Viterna method for 0 to 90deg AOA by Jason Jonkman using AirfoilPrep_v2p0.xls.
   1        Number of airfoil tables in this file
   0.0      Table ID parameter
  12.00     Stall angle (deg)
   0.00	    No longer used, enter zero                                                      
   0.00	    No longer used, enter zero                                                      
   0.00	    No longer used, enter zero
  -3.7103   Zero Cn angle of attack (deg)
   5.9865   Cn slope for zero lift (dimensionless)
   1.6415   Cn extrapolated to value at positive stall angle of attack
  -0.4863   Cn at stall value for negative angle of attack
   0.00     Angle of attack for minimum CD (deg)
   0.0048   Minimum CD value
-180.00    0.000   0.0100   0.0000
-175.00    0.249   0.0100   0.2000
-170.00    0.498   0.0100   0.4000
-160.00    0.996   0.0933   0.0605
-155.00    0.978   0.2103   0.1100
-150.00    0.961   0.3273   0.1595
-145.00    0.909   0.4714   0.1897
-140.00    0.857   0.6155   0.2199
-135.00    0.801   0.7698   0.2495
-130.00    0.746   0.9241   0.2791
-125.00    0.673   1.0706   0.3106
-120.00    0.600   1.2171   0.3420
-115.00    0.510   1.3388   0.3735
-110.00    0.419   1.4606   0.4051
-105.00    0.316   1.5437   0.4334
-100.00    0.212   1.6269   0.4617
 -95.00    0.106   1.6622   0.4833
 -90.00    0.000   1.6975   0.5048
 -85.00   -0.106   1.6622   0.5118
 -80.00   -0.212   1.6269   0.5187
 -75.00   -0.316   1.5437   0.5162
 -70.00   -0.419   1.4606   0.5138
 -65.00   -0.510   1.3388   0.5049
 -60.00   -0.600   1.2171   0.4960
 -55.00   -0.673   1.0706   0.4857
 -50.00   -0.746   0.9241   0.4754
 -45.00   -0.801   0.7698   0.4712
 -40.00   -0.857   0.6155   0.4669
 -35.00   -0.909   0.4714   0.4831
 -30.00   -0.961   0.3273   0.4993
 -25.00   -0.967   0.2249   0.5387
 -24.00   -0.968   0.2045   0.5465
 -23.00   -0.969   0.1840   0.5544
 -22.00   -0.970   0.1635   0.5623
 -21.00   -0.971   0.1430   0.5702
 -20.00   -0.972   0.1225   0.5781
 -19.00   -0.911   0.1167   0.5577
 -18.00   -0.850   0.1108   0.5373
 -17.00   -0.788   0.1049   0.5170
 -16.00   -0.727   0.0990   0.4966
 -15.00   -0.665   0.0931   0.4762
 -14.50   -0.634   0.0902   0.4661
 -12.01   -0.481   0.0755   0.4153
 -11.00   -0.419   0.0696   0.3948
  -9.98   -0.358   0.0639   0.3739
  -8.12   -0.223   0.0529   0.3199
  -7.62   -0.186   0.0499   0.3051
  -7.11   -0.149   0.0469   0.2903
  -6.60   -0.112   0.0438   0.2754
  -6.50   -0.105   0.0433   0.2726
  -6.00   -0.069   0.0403   0.2581
  -5.50   -0.032   0.0373   0.2436
  -5.00    0.004   0.0344   0.2290
  -4.50    0.040   0.0314   0.2145
  -4.00    0.076   0.0284   0.1999
  -3.50    0.113   0.0255   0.1854
